density,agents,seed,method,success,expansions,cost
0.0,12,9,cardinal,1,15,65
0.0,12,9,linear,1,15,65
0.0,12,9,mlp,1,15,65
0.0,12,10,cardinal,1,32,76
0.0,12,10,linear,1,26,76
0.0,12,10,mlp,1,299,76
0.0,12,11,cardinal,1,7,53
0.0,12,11,linear,1,9,53
0.0,12,11,mlp,1,7,53
0.0,12,12,cardinal,1,14,69
0.0,12,12,linear,1,16,69
0.0,12,12,mlp,1,15,69
0.0,12,13,cardinal,1,26,64
0.0,12,13,linear,1,18,64
0.0,12,13,mlp,1,18,64
0.0,12,14,cardinal,1,9,57
0.0,12,14,linear,1,8,57
0.0,12,14,mlp,1,9,57
0.0,12,15,cardinal,1,4,53
0.0,12,15,linear,1,4,53
0.0,12,15,mlp,1,4,53
0.0,12,16,cardinal,1,39,57
0.0,12,16,linear,1,12,57
0.0,12,16,mlp,1,12,57
0.0,12,17,cardinal,1,18,70
0.0,12,17,linear,1,18,70
0.0,12,17,mlp,1,17,70
0.0,12,18,cardinal,1,18,59
0.0,12,18,linear,1,18,59
0.0,12,18,mlp,1,30,59
0.0,12,19,cardinal,1,17,64
0.0,12,19,linear,1,17,64
0.0,12,19,mlp,1,15,64
0.0,12,20,cardinal,1,7,57
0.0,12,20,linear,1,6,57
0.0,12,20,mlp,1,6,57
0.0,12,21,cardinal,1,22,82
0.0,12,21,linear,1,22,82
0.0,12,21,mlp,1,27,82
0.0,12,22,cardinal,1,113,78
0.0,12,22,linear,1,32,78
0.0,12,22,mlp,1,20,78
0.0,12,23,cardinal,1,14,80
0.0,12,23,linear,1,16,80
0.0,12,23,mlp,1,16,80
0.0,12,24,cardinal,1,16,71
0.0,12,24,linear,1,17,71
0.0,12,24,mlp,1,15,71
0.0,12,25,cardinal,1,7,62
0.0,12,25,linear,1,7,62
0.0,12,25,mlp,1,7,62
0.0,12,26,cardinal,1,6,61
0.0,12,26,linear,1,7,61
0.0,12,26,mlp,1,6,61
0.0,12,27,cardinal,1,29,70
0.0,12,27,linear,1,21,70
0.0,12,27,mlp,1,23,70
0.0,12,28,cardinal,1,59,60
0.0,12,28,linear,1,42,60
0.0,12,28,mlp,1,166,60
0.0,12,29,cardinal,1,4,70
0.0,12,29,linear,1,6,70
0.0,12,29,mlp,1,4,70
0.0,12,30,cardinal,1,9,75
0.0,12,30,linear,1,12,75
0.0,12,30,mlp,1,10,75
0.0,12,31,cardinal,1,31,69
0.0,12,31,linear,1,29,69
0.0,12,31,mlp,1,30,69
0.0,12,32,cardinal,1,7,63
0.0,12,32,linear,1,6,63
0.0,12,32,mlp,1,7,63
0.0,12,33,cardinal,1,5,68
0.0,12,33,linear,1,5,68
0.0,12,33,mlp,1,6,68
0.0,12,34,cardinal,1,12,69
0.0,12,34,linear,1,12,69
0.0,12,34,mlp,1,14,69
0.0,12,35,cardinal,1,5,78
0.0,12,35,linear,1,5,78
0.0,12,35,mlp,1,7,78
0.0,12,36,cardinal,1,5,66
0.0,12,36,linear,1,6,66
0.0,12,36,mlp,1,7,66
0.0,12,37,cardinal,1,10,69
0.0,12,37,linear,1,10,69
0.0,12,37,mlp,1,10,69
0.0,12,38,cardinal,1,24,56
0.0,12,38,linear,1,24,56
0.0,12,38,mlp,1,13,56
0.0,12,39,cardinal,1,23,79
0.0,12,39,linear,1,25,79
0.0,12,39,mlp,1,38,79
0.0,12,40,cardinal,1,400,70
0.0,12,40,linear,1,254,70
0.0,12,40,mlp,1,743,70
0.0,12,41,cardinal,1,10,64
0.0,12,41,linear,1,9,64
0.0,12,41,mlp,1,12,64
0.0,12,42,cardinal,1,192,60
0.0,12,42,linear,1,52,60
0.0,12,42,mlp,1,249,60
0.0,12,43,cardinal,1,11,74
0.0,12,43,linear,1,9,74
0.0,12,43,mlp,1,11,74
0.0,12,44,cardinal,1,34,58
0.0,12,44,linear,1,39,58
0.0,12,44,mlp,1,43,58
0.0,12,45,cardinal,1,12,75
0.0,12,45,linear,1,12,75
0.0,12,45,mlp,1,10,75
0.0,12,46,cardinal,1,12,70
0.0,12,46,linear,1,10,70
0.0,12,46,mlp,1,9,70
0.0,12,47,cardinal,1,10,62
0.0,12,47,linear,1,11,62
0.0,12,47,mlp,1,9,62
0.0,12,48,cardinal,1,24,70
0.0,12,48,linear,1,15,70
0.0,12,48,mlp,1,14,70
0.0,12,49,cardinal,1,14,74
0.0,12,49,linear,1,13,74
0.0,12,49,mlp,1,12,74
0.0,12,50,cardinal,1,6,62
0.0,12,50,linear,1,6,62
0.0,12,50,mlp,1,6,62
0.0,12,51,cardinal,1,18,59
0.0,12,51,linear,1,18,59
0.0,12,51,mlp,1,15,59
0.0,12,52,cardinal,1,28,70
0.0,12,52,linear,1,29,70
0.0,12,52,mlp,1,53,70
0.0,12,53,cardinal,1,6,67
0.0,12,53,linear,1,7,67
0.0,12,53,mlp,1,6,67
0.0,12,54,cardinal,1,28,65
0.0,12,54,linear,1,25,65
0.0,12,54,mlp,1,34,65
0.0,12,55,cardinal,1,6,70
0.0,12,55,linear,1,6,70
0.0,12,55,mlp,1,6,70
0.0,12,56,cardinal,1,33,73
0.0,12,56,linear,1,23,73
0.0,12,56,mlp,1,49,73
0.0,12,57,cardinal,1,20,59
0.0,12,57,linear,1,15,59
0.0,12,57,mlp,1,21,59
0.0,12,58,cardinal,1,314,65
0.0,12,58,linear,1,91,65
0.0,12,58,mlp,1,63,65
0.0,12,59,cardinal,1,18,66
0.0,12,59,linear,1,17,66
0.0,12,59,mlp,1,18,66
0.0,12,60,cardinal,1,44,61
0.0,12,60,linear,1,51,61
0.0,12,60,mlp,1,43,61
0.0,12,61,cardinal,1,27,60
0.0,12,61,linear,1,18,60
0.0,12,61,mlp,1,22,60
0.0,12,62,cardinal,1,3,65
0.0,12,62,linear,1,4,65
0.0,12,62,mlp,1,4,65
0.0,12,63,cardinal,1,25,58
0.0,12,63,linear,1,13,58
0.0,12,63,mlp,1,26,58
0.0,12,64,cardinal,1,245,61
0.0,12,64,linear,1,269,61
0.0,12,64,mlp,1,574,61
0.0,12,65,cardinal,1,22,52
0.0,12,65,linear,1,11,52
0.0,12,65,mlp,1,11,52
0.0,12,66,cardinal,1,11,85
0.0,12,66,linear,1,10,85
0.0,12,66,mlp,1,9,85
0.0,12,67,cardinal,1,3,48
0.0,12,67,linear,1,3,48
0.0,12,67,mlp,1,3,48
0.0,12,68,cardinal,1,46,69
0.0,12,68,linear,1,18,69
0.0,12,68,mlp,1,21,69
0.0,12,69,cardinal,1,248,56
0.0,12,69,linear,1,46,56
0.0,12,69,mlp,1,144,56
0.0,12,70,cardinal,1,9,50
0.0,12,70,linear,1,12,50
0.0,12,70,mlp,1,12,50
0.0,12,71,cardinal,1,209,74
0.0,12,71,linear,1,101,74
0.0,12,71,mlp,1,169,74
0.0,12,72,cardinal,1,11,70
0.0,12,72,linear,1,10,70
0.0,12,72,mlp,1,23,70
0.0,12,73,cardinal,1,8,77
0.0,12,73,linear,1,8,77
0.0,12,73,mlp,1,8,77
0.0,12,74,cardinal,1,112,73
0.0,12,74,linear,1,36,73
0.0,12,74,mlp,1,689,73
0.0,12,75,cardinal,1,106,76
0.0,12,75,linear,1,49,76
0.0,12,75,mlp,1,280,76
0.0,12,76,cardinal,1,3,62
0.0,12,76,linear,1,3,62
0.0,12,76,mlp,1,3,62
0.0,12,77,cardinal,1,152,71
0.0,12,77,linear,1,73,71
0.0,12,77,mlp,1,70,71
0.0,12,78,cardinal,1,7,63
0.0,12,78,linear,1,7,63
0.0,12,78,mlp,1,7,63
0.0,12,79,cardinal,1,14,71
0.0,12,79,linear,1,12,71
0.0,12,79,mlp,1,13,71
0.0,14,0,cardinal,1,10,75
0.0,14,0,linear,1,10,75
0.0,14,0,mlp,1,11,75
0.0,14,1,cardinal,1,19,86
0.0,14,1,linear,1,14,86
0.0,14,1,mlp,1,12,86
0.0,14,2,cardinal,1,15,74
0.0,14,2,linear,1,18,74
0.0,14,2,mlp,1,16,74
0.0,14,3,cardinal,1,12,76
0.0,14,3,linear,1,11,76
0.0,14,3,mlp,1,11,76
0.0,14,4,cardinal,1,65,66
0.0,14,4,linear,1,14,66
0.0,14,4,mlp,1,30,66
0.0,14,5,cardinal,1,88,80
0.0,14,5,linear,1,37,80
0.0,14,5,mlp,1,62,80
0.0,14,6,cardinal,1,13,82
0.0,14,6,linear,1,13,82
0.0,14,6,mlp,1,13,82
0.0,14,7,cardinal,1,100,86
0.0,14,7,linear,1,288,86
0.0,14,7,mlp,1,415,86
0.0,14,8,cardinal,1,231,79
0.0,14,8,linear,1,321,79
0.0,14,8,mlp,1,449,79
0.0,14,9,cardinal,1,21,73
0.0,14,9,linear,1,18,73
0.0,14,9,mlp,1,31,73
0.0,14,10,cardinal,1,27,84
0.0,14,10,linear,1,34,84
0.0,14,10,mlp,1,65,84
0.0,14,11,cardinal,1,9,56
0.0,14,11,linear,1,9,56
0.0,14,11,mlp,1,9,56
0.0,14,12,cardinal,1,16,78
0.0,14,12,linear,1,18,78
0.0,14,12,mlp,1,14,78
0.0,14,13,cardinal,1,38,79
0.0,14,13,linear,1,40,79
0.0,14,13,mlp,1,35,79
0.0,14,14,cardinal,1,25,64
0.0,14,14,linear,1,20,64
0.0,14,14,mlp,1,83,64
0.0,14,15,cardinal,1,5,61
0.0,14,15,linear,1,5,61
0.0,14,15,mlp,1,5,61
0.0,14,16,cardinal,1,39,65
0.0,14,16,linear,1,14,65
0.0,14,16,mlp,1,19,65
0.0,14,17,cardinal,1,24,87
0.0,14,17,linear,1,22,87
0.0,14,17,mlp,1,18,87
0.0,14,18,cardinal,1,27,75
0.0,14,18,linear,1,23,75
0.0,14,18,mlp,1,316,75
0.0,14,19,cardinal,1,141,74
0.0,14,19,linear,1,49,74
0.0,14,19,mlp,1,67,74
0.0,14,20,cardinal,1,907,74
0.0,14,20,linear,1,78,74
0.0,14,20,mlp,1,215,74
0.0,14,21,cardinal,1,21,89
0.0,14,21,linear,1,38,89
0.0,14,21,mlp,1,36,89
0.0,14,22,cardinal,1,46,89
0.0,14,22,linear,1,40,89
0.0,14,22,mlp,1,22,89
0.0,14,23,cardinal,1,113,92
0.0,14,23,linear,1,41,92
0.0,14,23,mlp,1,28,92
0.0,14,24,cardinal,1,18,79
0.0,14,24,linear,1,20,79
0.0,14,24,mlp,1,15,79
0.0,14,25,cardinal,1,9,72
0.0,14,25,linear,1,10,72
0.0,14,25,mlp,1,10,72
0.0,14,26,cardinal,1,10,72
0.0,14,26,linear,1,11,72
0.0,14,26,mlp,1,12,72
0.0,14,27,cardinal,1,26,79
0.0,14,27,linear,1,22,79
0.0,14,27,mlp,1,21,79
0.0,14,28,cardinal,1,68,72
0.0,14,28,linear,1,45,72
0.0,14,28,mlp,1,429,72
0.0,14,29,cardinal,1,6,82
0.0,14,29,linear,1,7,82
0.0,14,29,mlp,1,6,82
0.0,14,30,cardinal,1,9,82
0.0,14,30,linear,1,12,82
0.0,14,30,mlp,1,10,82
0.0,14,31,cardinal,1,32,75
0.0,14,31,linear,1,36,75
0.0,14,31,mlp,1,28,75
0.0,14,32,cardinal,1,11,79
0.0,14,32,linear,1,10,79
0.0,14,32,mlp,1,10,79
0.0,14,33,cardinal,1,11,73
0.0,14,33,linear,1,12,73
0.0,14,33,mlp,1,12,73
0.0,14,34,cardinal,1,15,78
0.0,14,34,linear,1,16,78
0.0,14,34,mlp,1,16,78
0.0,14,35,cardinal,1,35,89
0.0,14,35,linear,1,15,89
0.0,14,35,mlp,1,22,89
0.0,14,36,cardinal,1,15,78
0.0,14,36,linear,1,13,78
0.0,14,36,mlp,1,15,78
0.0,14,37,cardinal,1,14,72
0.0,14,37,linear,1,13,72
0.0,14,37,mlp,1,19,72
0.0,14,38,cardinal,1,39,71
0.0,14,38,linear,1,60,71
0.0,14,38,mlp,1,67,71
0.0,14,39,cardinal,1,23,93
0.0,14,39,linear,1,25,93
0.0,14,39,mlp,1,38,93
0.0,14,40,cardinal,1,158,78
0.0,14,40,linear,1,85,78
0.0,14,40,mlp,1,122,78
0.0,14,41,cardinal,1,12,78
0.0,14,41,linear,1,12,78
0.0,14,41,mlp,1,10,78
0.0,14,42,cardinal,1,498,79
0.0,14,42,linear,1,185,79
0.0,14,42,mlp,1,1049,79
0.0,14,43,cardinal,1,38,81
0.0,14,43,linear,1,30,81
0.0,14,43,mlp,1,24,81
0.0,14,44,cardinal,1,34,62
0.0,14,44,linear,1,39,62
0.0,14,44,mlp,1,45,62
0.0,14,45,cardinal,1,12,85
0.0,14,45,linear,1,11,85
0.0,14,45,mlp,1,12,85
0.0,14,46,cardinal,1,445,79
0.0,14,46,linear,1,163,79
0.0,14,46,mlp,1,211,79
0.0,14,47,cardinal,1,16,73
0.0,14,47,linear,1,14,73
0.0,14,47,mlp,1,14,73
0.0,14,48,cardinal,1,32,78
0.0,14,48,linear,1,20,78
0.0,14,48,mlp,1,20,78
0.0,14,49,cardinal,1,14,84
0.0,14,49,linear,1,14,84
0.0,14,49,mlp,1,12,84
0.0,14,50,cardinal,1,9,72
0.0,14,50,linear,1,9,72
0.0,14,50,mlp,1,9,72
0.0,14,51,cardinal,1,13,76
0.0,14,51,linear,1,13,76
0.0,14,51,mlp,1,27,76
0.0,14,52,cardinal,1,31,84
0.0,14,52,linear,1,33,84
0.0,14,52,mlp,1,370,84
0.0,14,53,cardinal,1,97,77
0.0,14,53,linear,1,390,77
0.0,14,53,mlp,1,1752,77
0.0,14,54,cardinal,1,23,80
0.0,14,54,linear,1,21,80
0.0,14,54,mlp,1,29,80
0.0,14,55,cardinal,1,18,81
0.0,14,55,linear,1,16,81
0.0,14,55,mlp,1,18,81
0.0,14,56,cardinal,1,180,84
0.0,14,56,linear,1,172,84
0.0,14,56,mlp,1,202,84
0.0,14,57,cardinal,1,25,69
0.0,14,57,linear,1,21,69
0.0,14,57,mlp,1,23,69
0.0,14,58,cardinal,1,349,71
0.0,14,58,linear,1,83,71
0.0,14,58,mlp,1,63,71
0.0,14,59,cardinal,1,69,79
0.0,14,59,linear,1,53,79
0.0,14,59,mlp,1,165,79
0.0,14,60,cardinal,1,340,70
0.0,14,60,linear,1,321,70
0.0,14,60,mlp,1,2286,70
0.0,14,61,cardinal,1,114,71
0.0,14,61,linear,1,70,71
0.0,14,61,mlp,1,234,71
0.0,14,62,cardinal,1,10,77
0.0,14,62,linear,1,14,77
0.0,14,62,mlp,1,13,77
0.0,14,63,cardinal,1,26,65
0.0,14,63,linear,1,19,65
0.0,14,63,mlp,1,34,65
0.0,14,64,cardinal,1,2929,67
0.0,14,64,linear,1,2255,67
0.0,14,64,mlp,1,6926,67
0.0,14,65,cardinal,1,42,63
0.0,14,65,linear,1,21,63
0.0,14,65,mlp,1,27,63
0.0,14,66,cardinal,1,15,94
0.0,14,66,linear,1,12,94
0.0,14,66,mlp,1,16,94
0.0,14,67,cardinal,1,9,62
0.0,14,67,linear,1,9,62
0.0,14,67,mlp,1,10,62
0.0,14,68,cardinal,1,43,85
0.0,14,68,linear,1,21,85
0.0,14,68,mlp,1,26,85
0.0,14,69,cardinal,1,249,61
0.0,14,69,linear,1,38,61
0.0,14,69,mlp,1,46,61
0.0,14,70,cardinal,1,68,59
0.0,14,70,linear,1,27,59
0.0,14,70,mlp,1,73,59
0.0,14,71,cardinal,1,376,85
0.0,14,71,linear,1,160,85
0.0,14,71,mlp,0,8000,
0.0,14,72,cardinal,1,13,77
0.0,14,72,linear,1,13,77
0.0,14,72,mlp,1,24,77
0.0,14,73,cardinal,1,19,88
0.0,14,73,linear,1,20,88
0.0,14,73,mlp,1,42,88
0.0,14,74,cardinal,1,15,81
0.0,14,74,linear,1,14,81
0.0,14,74,mlp,1,69,81
0.0,14,75,cardinal,1,207,85
0.0,14,75,linear,1,97,85
0.0,14,75,mlp,1,4487,85
0.0,14,76,cardinal,1,33,72
0.0,14,76,linear,1,24,72
0.0,14,76,mlp,1,31,72
0.0,14,77,cardinal,0,8000,
0.0,14,77,linear,1,2174,84
0.0,14,77,mlp,1,1882,84
0.0,14,78,cardinal,1,8,76
0.0,14,78,linear,1,9,76
0.0,14,78,mlp,1,8,76
0.0,14,79,cardinal,1,23,89
0.0,14,79,linear,1,19,89
0.0,14,79,mlp,1,19,89
0.1,6,0,cardinal,1,3,31
0.1,6,0,linear,1,3,31
0.1,6,0,mlp,1,3,31
0.1,6,1,cardinal,1,8,42
0.1,6,1,linear,1,7,42
0.1,6,1,mlp,1,9,42
0.1,6,2,cardinal,1,2,27
0.1,6,2,linear,1,2,27
0.1,6,2,mlp,1,2,27
0.1,6,3,cardinal,1,9,37
0.1,6,3,linear,1,10,37
0.1,6,3,mlp,1,10,37
0.1,6,4,cardinal,1,3,33
0.1,6,4,linear,1,3,33
0.1,6,4,mlp,1,3,33
0.1,6,5,cardinal,1,2,38
0.1,6,5,linear,1,2,38
0.1,6,5,mlp,1,2,38
0.1,6,6,cardinal,1,2,26
0.1,6,6,linear,1,2,26
0.1,6,6,mlp,1,2,26
0.1,6,7,cardinal,1,3,37
0.1,6,7,linear,1,3,37
0.1,6,7,mlp,1,3,37
0.1,6,8,cardinal,1,3,30
0.1,6,8,linear,1,3,30
0.1,6,8,mlp,1,3,30
0.1,6,9,cardinal,1,13,34
0.1,6,9,linear,1,10,34
0.1,6,9,mlp,1,13,34
0.1,6,10,cardinal,1,4,36
0.1,6,10,linear,1,5,36
0.1,6,10,mlp,1,5,36
0.1,6,11,cardinal,1,9,30
0.1,6,11,linear,1,9,30
0.1,6,11,mlp,1,9,30
0.1,6,12,cardinal,1,10,30
0.1,6,12,linear,1,12,30
0.1,6,12,mlp,1,11,30
0.1,6,13,cardinal,1,10,39
0.1,6,13,linear,1,10,39
0.1,6,13,mlp,1,10,39
0.1,6,14,cardinal,1,3,33
0.1,6,14,linear,1,2,33
0.1,6,14,mlp,1,3,33
0.1,6,15,cardinal,1,1,27
0.1,6,15,linear,1,1,27
0.1,6,15,mlp,1,1,27
0.1,6,16,cardinal,1,10,33
0.1,6,16,linear,1,10,33
0.1,6,16,mlp,1,10,33
0.1,6,17,cardinal,1,1,34
0.1,6,17,linear,1,1,34
0.1,6,17,mlp,1,1,34
0.1,6,18,cardinal,1,4,33
0.1,6,18,linear,1,4,33
0.1,6,18,mlp,1,4,33
0.1,6,19,cardinal,1,8,29
0.1,6,19,linear,1,8,29
0.1,6,19,mlp,1,7,29
0.1,6,20,cardinal,1,2,32
0.1,6,20,linear,1,2,32
0.1,6,20,mlp,1,2,32
0.1,6,21,cardinal,1,1,27
0.1,6,21,linear,1,1,27
0.1,6,21,mlp,1,1,27
0.1,6,22,cardinal,1,3,33
0.1,6,22,linear,1,3,33
0.1,6,22,mlp,1,3,33
0.1,6,23,cardinal,1,3,23
0.1,6,23,linear,1,3,23
0.1,6,23,mlp,1,3,23
0.1,6,24,cardinal,1,2,44
0.1,6,24,linear,1,2,44
0.1,6,24,mlp,1,2,44
0.1,6,25,cardinal,1,2,35
0.1,6,25,linear,1,2,35
0.1,6,25,mlp,1,2,35
0.1,6,26,cardinal,1,2,25
0.1,6,26,linear,1,2,25
0.1,6,26,mlp,1,2,25
0.1,6,27,cardinal,1,3,24
0.1,6,27,linear,1,3,24
0.1,6,27,mlp,1,3,24
0.1,6,28,cardinal,1,2,34
0.1,6,28,linear,1,2,34
0.1,6,28,mlp,1,2,34
0.1,6,29,cardinal,1,4,34
0.1,6,29,linear,1,4,34
0.1,6,29,mlp,1,4,34
0.1,6,30,cardinal,1,3,36
0.1,6,30,linear,1,3,36
0.1,6,30,mlp,1,3,36
0.1,6,31,cardinal,1,3,33
0.1,6,31,linear,1,3,33
0.1,6,31,mlp,1,3,33
0.1,6,32,cardinal,1,2,37
0.1,6,32,linear,1,2,37
0.1,6,32,mlp,1,2,37
0.1,6,33,cardinal,1,10,27
0.1,6,33,linear,1,10,27
0.1,6,33,mlp,1,10,27
0.1,6,34,cardinal,1,2,32
0.1,6,34,linear,1,2,32
0.1,6,34,mlp,1,2,32
0.1,6,35,cardinal,1,3,24
0.1,6,35,linear,1,3,24
0.1,6,35,mlp,1,3,24
0.1,6,36,cardinal,1,2,34
0.1,6,36,linear,1,2,34
0.1,6,36,mlp,1,2,34
0.1,6,37,cardinal,1,4,28
0.1,6,37,linear,1,4,28
0.1,6,37,mlp,1,4,28
0.1,6,38,cardinal,1,2,21
0.1,6,38,linear,1,2,21
0.1,6,38,mlp,1,2,21
0.1,6,39,cardinal,1,3,41
0.1,6,39,linear,1,3,41
0.1,6,39,mlp,1,3,41
0.1,6,40,cardinal,1,3,40
0.1,6,40,linear,1,3,40
0.1,6,40,mlp,1,3,40
0.1,6,41,cardinal,1,3,27
0.1,6,41,linear,1,3,27
0.1,6,41,mlp,1,3,27
0.1,6,42,cardinal,1,3,39
0.1,6,42,linear,1,3,39
0.1,6,42,mlp,1,3,39
0.1,6,43,cardinal,1,9,34
0.1,6,43,linear,1,9,34
0.1,6,43,mlp,1,9,34
0.1,6,44,cardinal,1,4,41
0.1,6,44,linear,1,4,41
0.1,6,44,mlp,1,5,41
0.1,6,45,cardinal,1,1,27
0.1,6,45,linear,1,1,27
0.1,6,45,mlp,1,1,27
0.1,6,46,cardinal,1,4,42
0.1,6,46,linear,1,4,42
0.1,6,46,mlp,1,4,42
0.1,6,47,cardinal,1,3,44
0.1,6,47,linear,1,3,44
0.1,6,47,mlp,1,3,44
0.1,6,48,cardinal,1,2,35
0.1,6,48,linear,1,2,35
0.1,6,48,mlp,1,2,35
0.1,6,49,cardinal,1,5,41
0.1,6,49,linear,1,5,41
0.1,6,49,mlp,1,5,41
0.1,6,50,cardinal,1,2,25
0.1,6,50,linear,1,2,25
0.1,6,50,mlp,1,2,25
0.1,6,51,cardinal,1,3,34
0.1,6,51,linear,1,3,34
0.1,6,51,mlp,1,3,34
0.1,6,52,cardinal,1,4,30
0.1,6,52,linear,1,4,30
0.1,6,52,mlp,1,4,30
0.1,6,53,cardinal,1,8,42
0.1,6,53,linear,1,8,42
0.1,6,53,mlp,1,8,42
0.1,6,54,cardinal,1,5,41
0.1,6,54,linear,1,7,41
0.1,6,54,mlp,1,5,41
0.1,6,55,cardinal,1,4,31
0.1,6,55,linear,1,4,31
0.1,6,55,mlp,1,4,31
0.1,6,56,cardinal,1,2,35
0.1,6,56,linear,1,2,35
0.1,6,56,mlp,1,2,35
0.1,6,57,cardinal,1,1,22
0.1,6,57,linear,1,1,22
0.1,6,57,mlp,1,1,22
0.1,6,58,cardinal,1,3,44
0.1,6,58,linear,1,3,44
0.1,6,58,mlp,1,4,44
0.1,6,59,cardinal,1,4,45
0.1,6,59,linear,1,4,45
0.1,6,59,mlp,1,4,45
0.1,6,60,cardinal,1,3,45
0.1,6,60,linear,1,3,45
0.1,6,60,mlp,1,3,45
0.1,6,61,cardinal,1,8,34
0.1,6,61,linear,1,8,34
0.1,6,61,mlp,1,8,34
0.1,6,62,cardinal,1,7,36
0.1,6,62,linear,1,7,36
0.1,6,62,mlp,1,7,36
0.1,6,63,cardinal,1,9,37
0.1,6,63,linear,1,9,37
0.1,6,63,mlp,1,9,37
0.1,6,64,cardinal,1,3,25
0.1,6,64,linear,1,3,25
0.1,6,64,mlp,1,3,25
0.1,6,65,cardinal,1,3,21
0.1,6,65,linear,1,3,21
0.1,6,65,mlp,1,3,21
0.1,6,66,cardinal,1,4,39
0.1,6,66,linear,1,4,39
0.1,6,66,mlp,1,6,39
0.1,6,67,cardinal,1,5,34
0.1,6,67,linear,1,5,34
0.1,6,67,mlp,1,5,34
0.1,6,68,cardinal,1,7,44
0.1,6,68,linear,1,7,44
0.1,6,68,mlp,1,7,44
0.1,6,69,cardinal,1,2,31
0.1,6,69,linear,1,2,31
0.1,6,69,mlp,1,2,31
0.1,6,70,cardinal,1,4,34
0.1,6,70,linear,1,4,34
0.1,6,70,mlp,1,4,34
0.1,6,71,cardinal,1,8,35
0.1,6,71,linear,1,11,35
0.1,6,71,mlp,1,27,35
0.1,6,72,cardinal,1,3,27
0.1,6,72,linear,1,3,27
0.1,6,72,mlp,1,3,27
0.1,6,73,cardinal,1,1,23
0.1,6,73,linear,1,1,23
0.1,6,73,mlp,1,1,23
0.1,6,74,cardinal,1,2,24
0.1,6,74,linear,1,2,24
0.1,6,74,mlp,1,2,24
0.1,6,75,cardinal,1,6,30
0.1,6,75,linear,1,5,30
0.1,6,75,mlp,1,4,30
0.1,6,76,cardinal,1,4,34
0.1,6,76,linear,1,4,34
0.1,6,76,mlp,1,4,34
0.1,6,77,cardinal,1,2,29
0.1,6,77,linear,1,2,29
0.1,6,77,mlp,1,2,29
0.1,6,78,cardinal,1,5,41
0.1,6,78,linear,1,5,41
0.1,6,78,mlp,1,6,41
0.1,6,79,cardinal,1,5,31
0.1,6,79,linear,1,5,31
0.1,6,79,mlp,1,5,31
0.1,8,0,cardinal,1,7,45
0.1,8,0,linear,1,8,45
0.1,8,0,mlp,1,8,45
0.1,8,1,cardinal,1,9,61
0.1,8,1,linear,1,8,61
0.1,8,1,mlp,1,12,61
0.1,8,2,cardinal,1,3,33
0.1,8,2,linear,1,3,33
0.1,8,2,mlp,1,3,33
0.1,8,3,cardinal,1,25,50
0.1,8,3,linear,1,22,50
0.1,8,3,mlp,1,20,50
0.1,8,4,cardinal,1,7,46
0.1,8,4,linear,1,7,46
0.1,8,4,mlp,1,7,46
0.1,8,5,cardinal,1,20,57
0.1,8,5,linear,1,14,57
0.1,8,5,mlp,1,20,57
0.1,8,6,cardinal,1,3,40
0.1,8,6,linear,1,3,40
0.1,8,6,mlp,1,3,40
0.1,8,7,cardinal,1,6,47
0.1,8,7,linear,1,6,47
0.1,8,7,mlp,1,7,47
0.1,8,8,cardinal,1,7,41
0.1,8,8,linear,1,7,41
0.1,8,8,mlp,1,11,41
0.1,8,9,cardinal,1,12,45
0.1,8,9,linear,1,12,45
0.1,8,9,mlp,1,17,45
0.1,8,10,cardinal,1,16,53
0.1,8,10,linear,1,17,53
